country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
World,1880,,1415841209,,0,0,853.916,97.926,12.953,4227.557,140.953,3.449,2.986,,,0.603,,,838.524,0.592,,,,0,18639.336,104200.164,18542.238,,,90133.492,97.099,,,,,,,,,,3373.64,2.383,,,,,15.392,0.011,,,,100,100,100,100,100,100,100,100,,,100,100,,,,100,100,,100,0.015,0.046,0.063,0.002,,,,
World,1881,,1423704727,,0,0,883.544,29.628,3.47,4223.011,-4.545,-0.108,2.966,,,0.621,,,866.278,0.608,,,,0,19522.879,108423.188,19408.516,,,93472.961,114.365,,,,,,,,,,3339.467,2.346,,,,,17.266,0.012,,,,100,100,100,100,100,100,100,100,,,100,100,,,,100,100,,100,0.016,0.048,0.066,0.002,,,,
World,1882,,1433553127,,0,0,933.36,49.816,5.638,4338.779,115.768,2.741,3.027,,,0.651,,,914.231,0.638,,,,0.001,20456.24,112761.961,20322.746,,0.165,96878.375,133.329,,,,,,0.165,0,,,3405.419,2.376,,,,,18.964,0.013,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.016,0.049,0.068,0.003,,,,
World,1883,,1444009167,,0,0,992.754,59.393,6.363,4468.314,129.535,2.986,3.094,,,0.687,,,975.842,0.676,,,,0.001,21448.994,117230.273,21298.588,,0.546,100353.938,149.859,,,,,,0.381,0,,,3475.561,2.407,,,,,16.53,0.011,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.017,0.051,0.071,0.003,,,,
World,1884,,1454595037,,0,0,1004.134,11.38,1.146,4487.73,19.417,0.435,3.085,,,0.69,,,984.619,0.677,,,,0.001,22453.129,121718.008,22283.209,,1.718,103837.539,168.201,,,,,,1.172,0.001,,,3483.597,2.395,,,,,18.342,0.013,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.018,0.054,0.074,0.003,,,,
World,1885,,1465369425,,0,0,1011.637,7.503,0.747,4489.396,1.666,0.037,3.064,,,0.69,,,988.945,0.675,,,,0.002,23464.766,126207.398,23272.152,,5.434,107315.297,187.177,,,,,,3.715,0.003,,,3477.759,2.373,,,,,18.976,0.013,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.018,0.056,0.077,0.003,,,,
World,1886,,1476245076,,0,0,1027.417,15.78,1.56,4553.248,63.852,1.422,3.084,,,0.696,,,997.9,0.676,,,,0.002,24492.184,130760.648,24270.053,,13.11,110841.125,209.018,,,,,,7.676,0.005,,,3525.83,2.388,,,,,21.841,0.015,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.019,0.058,0.08,0.003,,,,
World,1887,,1487277339,,0.001,0,1078.747,51.329,4.996,4662.31,109.062,2.395,3.135,,,0.725,,,1043.464,0.702,,,,0.003,25570.93,135422.953,25313.518,,24.897,114424.695,232.514,,,,,,11.787,0.008,,,3583.563,2.409,,,,,23.495,0.016,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.02,0.06,0.083,0.003,,,,
World,1888,,1498437207,,0.001,0,1194.353,115.606,10.717,4787.32,125.01,2.681,3.195,,,0.797,,,1152.984,0.769,,,,0.003,26765.283,140210.281,26466.5,,41.671,118017.664,257.107,,,,,,16.774,0.011,,,3592.968,2.398,,,,,24.594,0.016,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.021,0.062,0.086,0.003,,,,
World,1889,,1509373834,,0.001,0,1194.624,0.271,0.023,4779.677,-7.643,-0.16,3.167,,,0.791,,,1153.973,0.765,,,,0.004,27959.906,144989.969,27620.475,,53.897,121602.711,285.531,,,,,,12.227,0.008,,,3585.053,2.375,,,,,28.424,0.019,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.021,0.064,0.089,0.003,,,,
World,1890,,1521669265,,0.001,0,1300.362,105.738,8.851,5149.284,369.608,7.733,3.384,,,0.855,,,1254.006,0.824,,,,0.004,29260.27,150139.234,28874.482,,65.585,125451.633,320.198,,,,,,11.688,0.008,,,3848.922,2.529,,,,,34.667,0.023,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.022,0.066,0.092,0.003,,,,
World,1891,,1530611585,,0.001,0,1361.75,61.388,4.721,5317.637,168.352,3.269,3.474,,,0.89,,,1311.956,0.857,,,,0.005,30622.02,155456.875,30186.438,,74.533,129407.516,361.044,,,,,,8.947,0.006,,,3955.886,2.585,,,,,40.846,0.027,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.023,0.069,0.095,0.004,,,,
World,1892,,1540822549,,0.001,0,1372.396,10.646,0.782,5370.761,53.124,0.999,3.486,,,0.891,,,1324.399,0.86,,,,0.006,31994.414,160827.641,31510.836,,82.308,133405.891,401.266,,,,,,7.775,0.005,,,3998.364,2.595,,,,,40.222,0.026,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.024,0.071,0.099,0.004,,,,
World,1893,,1550822689,,0.001,0,1355.477,-16.919,-1.233,5431.018,60.257,1.122,3.502,,,0.874,,,1305.624,0.842,,,,0.006,33349.891,166258.656,32816.461,,89.596,137481.422,443.831,,,,,,7.288,0.005,,,4075.54,2.628,,,,,42.565,0.027,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.025,0.074,0.102,0.004,,,,
World,1894,,1560960959,,0.001,0,1403.019,47.542,3.507,5514.442,83.425,1.536,3.533,,,0.899,,,1354.596,0.868,,,,0.007,34752.914,171773.094,34171.055,,96.294,141592.859,485.555,,,,,,6.698,0.004,,,4111.423,2.634,,,,,41.724,0.027,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.026,0.076,0.106,0.004,,,,
World,1895,,1571250732,,0.001,0,1487.432,84.413,6.017,5638.879,124.436,2.257,3.589,,,0.947,,,1431.833,0.911,,,,0.008,36240.344,177411.984,35602.891,,103.336,145744.297,534.112,,,,,,7.042,0.004,,,4151.446,2.642,,,,,48.557,0.031,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.026,0.079,0.109,0.004,,,,
World,1896,,1581628826,,0.001,0,1536.366,48.933,3.29,5730.021,91.143,1.616,3.623,,,0.971,,,1476.926,0.934,,,,0.009,37776.711,183141.984,37079.812,,110.184,149937.953,586.702,,,,,,6.848,0.004,,,4193.656,2.651,,,,,52.591,0.033,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.027,0.081,0.113,0.004,,,,
World,1897,,1592152786,,0.001,0,1609.232,72.866,4.743,5816.969,86.948,1.517,3.654,,,1.011,,,1546.389,0.971,,,,0.01,39385.941,188958.969,38626.207,,117.471,154145.688,642.256,,,,,,7.288,0.005,,,4207.737,2.643,,,,,55.554,0.035,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.028,0.084,0.116,0.004,,,,
World,1898,,1602801870,,0.001,0,1697.166,87.935,5.464,5936.182,119.213,2.049,3.704,,,1.059,,,1631.507,1.018,,,,0.011,41083.109,194895.156,40257.711,,125.931,158384.703,699.454,,,,,,8.46,0.005,,,4239.016,2.645,,,,,57.198,0.036,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.029,0.086,0.12,0.004,,,,
World,1899,,1614109121,,0.001,0,1853.709,156.543,9.224,6152.229,216.046,3.639,3.812,,,1.148,,,1782.736,1.104,,,,0.012,42936.816,201047.375,42040.445,,136.836,162683.219,759.522,,,,,,10.904,0.007,,,4298.519,2.663,,,,,60.068,0.037,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.03,0.089,0.124,0.005,,,,
World,1900,,1627883132,3503708176384.000,0.001,0,1952.209,98.5,5.314,6329.529,177.3,2.882,3.888,1.807,,1.199,0.557,,1873.319,1.151,,,,0.013,44889.027,207376.906,43913.77,,148.377,167060.531,826.869,,,,,,11.542,0.007,,,4377.319,2.689,,,,,67.347,0.041,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.031,0.092,0.128,0.005,,,,
World,1901,,1638647517,,0.002,0,2016.744,64.535,3.306,6434.71,105.181,1.662,3.927,,,1.231,,,1929.101,1.177,,,,0.015,46905.77,213811.609,45842.867,,161.238,171478.516,901.65,,,,,,12.861,0.008,,,4417.965,2.696,,,,,74.781,0.046,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.032,0.095,0.132,0.005,,,,
World,1902,,1651840077,,0.002,0,2067.684,50.939,2.526,6553.995,119.285,1.854,3.968,,,1.252,,,1973.146,1.195,,,,0.017,48973.457,220365.609,47816.016,,174.934,175964.812,982.49,,,,,,13.696,0.008,,,4486.312,2.716,,,,,80.84,0.049,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.033,0.098,0.136,0.005,,,,
World,1903,,1665703540,,0.003,0,2254.1,186.416,9.016,6750.158,196.163,2.993,4.052,,,1.353,,,2153.965,1.293,,,,0.02,51227.555,227115.766,49969.98,,189.462,180460.875,1068.095,,,,,,14.528,0.009,,,4496.058,2.699,,,,,85.605,0.051,,,,100,100,100,100,100,100,100,100,,100,100,100,,,100,100,100,,100,0.034,0.101,0.14,0.005,,,,
World,1904,,1679752718,,0.003,0,2279.747,25.647,1.138,6863.032,112.874,1.672,4.086,,,1.357,,,2166.616,1.29,,,,0.022,53507.301,233978.812,52136.594,,204.627,185044.156,1164.225,1.834,,,,,15.165,0.009,,,4583.285,2.729,,,,,96.13,0.057,0.001,1.834,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.035,0.104,0.144,0.005,,,,
World,1905,,1693984163,,0.004,0,2427.318,147.571,6.473,7025.284,162.252,2.364,4.147,,,1.433,,,2311.083,1.364,,,,0.026,55934.621,241004.078,54447.676,,221.796,189642.125,1261.307,3.814,,,,,17.17,0.01,,,4597.966,2.714,,,,,97.082,0.057,0.001,1.98,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.036,0.107,0.149,0.005,,,,
World,1906,,1708411294,,0.004,0,2534.733,107.415,4.425,7158.701,133.417,1.899,4.19,,,1.484,,,2415.614,1.414,,,,0.03,58469.352,248162.781,56863.293,,240.823,194266.109,1359.267,5.941,,,,,19.027,0.011,,,4623.968,2.707,,,,,97.96,0.057,0.001,2.127,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.037,0.11,0.153,0.006,,,,
World,1907,,1723032738,,0.005,0,2888.318,353.585,13.95,7554.789,396.087,5.533,4.385,,,1.676,,,2746.872,1.594,,,,0.035,61357.672,255717.578,59610.164,,260.701,198932.562,1478.777,7.995,,,,,19.877,0.012,,,4666.47,2.708,,,,,119.51,0.069,0.001,2.054,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.038,0.114,0.158,0.006,,,,
World,1908,,1737874788,,0.115,0,2776.441,-111.877,-3.873,7481.688,-73.1,-0.968,4.305,,,1.598,,,2625.935,1.511,,,,0.15,64134.109,263199.25,62236.098,,280.376,203637.812,1607.658,9.829,,,,,19.676,0.011,,,4705.248,2.707,,,,,128.881,0.074,0.001,1.834,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.039,0.117,0.162,0.006,,,,
World,1909,,1752122665,,0.116,0,2890.495,114.054,4.108,7636.352,154.663,2.067,4.358,,,1.65,,,2730.045,1.558,,,,0.266,67024.609,270835.625,64966.145,,303.899,208383.672,1742.122,12.176,,,,,23.523,0.013,,,4745.857,2.709,,,,,134.464,0.077,0.001,2.347,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.04,0.121,0.167,0.006,,,,
World,1910,,1767847653,,0.135,0,3034.09,143.595,4.968,7676.793,40.441,0.53,4.342,,,1.716,,,2862.503,1.619,,,,0.401,70058.695,278512.406,67828.648,,328.814,213026.375,1886.311,14.523,,,,,24.915,0.014,,,4642.703,2.626,,,,,144.189,0.082,0.001,2.347,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.042,0.124,0.172,0.006,,,,
World,1911,,1778784032,,0.148,0,3079.502,45.412,1.497,7687.947,11.154,0.145,4.322,,,1.731,,,2898.434,1.629,,,,0.55,73138.203,286200.375,70727.078,,354.532,217634.812,2039.239,16.797,,,,,25.718,0.014,,,4608.445,2.591,,,,,152.928,0.086,0.001,2.274,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.043,0.128,0.177,0.006,,,,
World,1912,,1791197929,,0.177,0,3235.964,156.462,5.081,7785.76,97.812,1.272,4.347,,,1.807,,,3047.815,1.702,,,,0.726,76374.164,293986.094,73774.898,,382.847,222184.625,2196.548,19.144,,,,,28.315,0.016,,,4549.796,2.54,,,,,157.309,0.088,0.001,2.347,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.044,0.131,0.181,0.006,,,,
World,1913,,1803056235,,0.203,0,3506.276,270.312,8.353,8044.91,259.15,3.329,4.462,,,1.945,,,3291.915,1.826,,,,0.929,79880.438,302031,77066.812,,412.445,226723.25,2378.688,21.565,,,,,29.598,0.016,,,4538.634,2.517,,,,,182.14,0.101,0.001,2.421,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.045,0.135,0.187,0.007,,,,
World,1914,,1815104863,,0.147,0,3180.355,-325.92,-9.295,7716.73,-328.18,-4.079,4.251,,,1.752,,,2961.656,1.632,,,,1.076,83060.797,309747.75,80028.469,,442.582,231259.625,2564.831,23.839,,,,,30.136,0.017,,,4536.374,2.499,,,,,186.143,0.103,0.001,2.274,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.046,0.138,0.191,0.007,,,,
World,1915,,1827290389,,0.16,0,3134.854,-45.502,-1.431,7625.049,-91.681,-1.188,4.173,,,1.716,,,2902.744,1.589,,,,1.236,86195.648,317372.781,82931.211,,474.447,235749.812,2762.495,26.259,,,,,31.866,0.017,,,4490.195,2.457,,,,,197.664,0.108,0.001,2.421,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.048,0.142,0.196,0.007,,,,
World,1916,,1839559287,,0.181,0,3385.858,251.004,8.007,7828.739,203.69,2.671,4.256,,,1.841,,,3129.284,1.701,,,,1.417,89581.5,325201.531,86060.5,,512.824,240192.703,2977.797,28.973,,,,,38.377,0.021,,,4442.88,2.415,,,,,215.302,0.117,0.001,2.714,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.049,0.145,0.201,0.007,,,,
World,1917,,1851899055,,0.148,0,3540.427,154.568,4.565,7968.798,140.059,1.789,4.303,,,1.912,,,3257.807,1.759,,,,1.566,93121.93,333170.344,89318.305,,553.333,244621.062,3217.266,31.467,,,,,40.509,0.022,,,4428.372,2.391,,,,,239.469,0.129,0.001,2.494,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.05,0.149,0.206,0.007,,,,
World,1918,,1864869126,,0.12,0,3493.264,-47.163,-1.332,7948.688,-20.11,-0.252,4.262,,,1.873,,,3209.438,1.721,,,,1.685,96615.195,341119.031,92527.742,,589.852,249076.5,3462.326,33.594,,,,,36.519,0.02,,,4455.424,2.389,,,,,245.061,0.131,0.001,2.127,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.051,0.152,0.211,0.007,,,,
World,1919,,1878650358,,0.125,0,3029.007,-464.258,-13.29,7442.319,-506.369,-6.37,3.962,,,1.612,,,2715.307,1.445,,,,1.81,99644.203,348561.344,95243.039,,627.8,253489.812,3735.753,35.795,,,,,37.948,0.02,,,4413.312,2.349,,,,,273.426,0.146,0.001,2.201,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.052,0.156,0.215,0.008,,,,
World,1920,,1895682150,4824948539392.000,0.149,0,3521.427,492.421,16.257,8129.836,687.517,9.238,4.289,1.685,,1.858,0.73,,3125.913,1.649,,,,1.959,103165.633,356691.188,98368.961,,669.486,258098.219,4087.085,38.142,,,,,41.685,0.022,,,4608.409,2.431,,,,,351.333,0.185,0.001,2.347,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.053,0.159,0.22,0.008,,,,
World,1921,,1908748639,,0.13,0,3090.097,-431.331,-12.249,7821.921,-307.915,-3.787,4.098,,,1.619,,,2668.378,1.398,,,,2.088,106255.727,364513.094,101037.336,,704.478,262830.031,4471.995,39.829,,,,,34.992,0.018,,,4731.824,2.479,,,,,384.909,0.202,0.001,1.687,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.054,0.163,0.225,0.008,,,,
World,1922,,1924826120,,0.193,0,3240.314,150.217,4.861,8034.376,212.456,2.716,4.174,,,1.683,,,2770.647,1.439,,,,2.281,109496.039,372547.5,103807.984,,744.585,267624.094,4898.941,42.25,,,,,40.107,0.021,,,4794.063,2.491,,,,,426.946,0.222,0.001,2.421,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.055,0.166,0.23,0.008,,,,
World,1923,,1941636900,,0.208,0,3676.233,435.919,13.453,8464.214,429.837,5.35,4.359,,,1.893,,,3146.399,1.62,,,,2.489,113172.273,381011.688,106954.383,,797.111,272412.094,5373.327,44.964,,,,,52.526,0.027,,,4787.981,2.466,,,,,474.386,0.244,0.001,2.714,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.057,0.17,0.235,0.008,,,,
World,1924,,1958716901,,0.216,0,3687.22,10.987,0.299,8494.181,29.966,0.354,4.337,,,1.882,,,3152.611,1.61,,,,2.705,116859.492,389505.875,110106.992,,856.821,277219.062,5845.297,47.678,,,,,59.709,0.03,,,4806.96,2.454,,,,,471.969,0.241,0.001,2.714,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.058,0.174,0.24,0.009,,,,
World,1925,,1976068839,,14.429,0.007,3727.034,39.813,1.08,8601.766,107.586,1.267,4.353,,,1.886,,,3151.386,1.595,,,,17.134,120586.523,398107.625,113258.383,,920.744,282093.781,6339.512,50.758,,,,,63.923,0.032,,,4874.732,2.467,,,,,494.216,0.25,0.002,3.081,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.059,0.178,0.246,0.009,,,,
World,1926,,1993719848,,14.74,0.007,3661.03,-66.003,-1.771,8519.336,-82.43,-0.958,4.273,,,1.836,,,3081.691,1.546,,,,31.874,124247.555,406627,116340.07,,989.89,286952.094,6831.958,53.766,,,,,69.146,0.035,,,4858.306,2.437,,,,,492.446,0.247,0.002,3.007,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.06,0.182,0.251,0.009,,,,
World,1927,,2011689749,,15.448,0.008,3996.129,335.098,9.153,8862.959,343.623,4.033,4.406,,,1.986,,,3361.453,1.671,,,,47.322,128243.688,415489.938,119701.531,,1065.909,291818.906,7372.233,56.7,,,,,76.019,0.038,,,4866.83,2.419,,,,,540.275,0.269,0.001,2.934,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.061,0.186,0.256,0.009,,,,
World,1928,,2029682397,,35.583,0.018,3978.763,-17.366,-0.435,8853.838,-9.121,-0.103,4.362,,,1.96,,,3305.244,1.628,,,,82.905,132222.453,424343.75,123006.773,,1148.534,296694,7924.61,59.634,,,,,82.625,0.041,,,4875.075,2.402,,,,,552.377,0.272,0.001,2.934,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.063,0.19,0.262,0.009,,,,
World,1929,,2048513689,,36.873,0.018,4270.908,292.144,7.343,9159.99,306.152,3.458,4.472,,,2.085,,,3522.153,1.719,,,,119.778,136493.359,433503.75,126528.922,,1251.431,301583.062,8530.735,62.494,,,,,102.896,0.05,,,4889.083,2.387,,,,,606.125,0.296,0.001,2.861,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.064,0.194,0.267,0.01,,,,
World,1930,,2070596353,,35.561,0.017,3938.598,-332.309,-7.781,8902.55,-257.441,-2.81,4.3,,,1.902,,,3213.992,1.552,,,,155.339,140431.953,442406.312,129742.914,,1355.656,306547.031,9113.28,64.768,,,,,104.225,0.05,,,4963.951,2.397,,,,,582.546,0.281,0.001,2.274,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.065,0.198,0.273,0.01,,,,
World,1931,,2088429965,,30.894,0.015,3519.903,-418.695,-10.631,8555.204,-347.345,-3.902,4.096,,,1.685,,,2830.445,1.355,,,,186.233,143951.859,450961.5,132573.359,,1448.545,311582.312,9677.122,66.602,,,,,92.889,0.044,,,5035.301,2.411,,,,,563.841,0.27,0.001,1.834,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.066,0.202,0.278,0.01,,,,
World,1932,,2109357892,,24.694,0.012,3173.476,-346.427,-9.842,8265.093,-290.111,-3.391,3.918,,,1.504,,,2519.801,1.195,,,,210.927,147125.344,459226.625,135093.156,,1536.767,316673.938,10216.562,67.922,,,,,88.222,0.042,,,5091.616,2.414,,,,,539.439,0.256,0.001,1.32,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.067,0.205,0.283,0.01,,,,
World,1933,,2131029147,,23.839,0.011,3341.518,168.042,5.295,8453.849,188.756,2.284,3.967,,,1.568,,,2635.444,1.237,,,,234.766,150466.859,467680.469,137728.609,,1627.69,321786.281,10806.333,69.462,,,,,90.923,0.043,,,5112.33,2.399,,,,,589.772,0.277,0.001,1.54,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.069,0.209,0.288,0.01,,,,
World,1934,,2152969392,,28.514,0.013,3634.242,292.723,8.76,8795.633,341.784,4.043,4.085,,,1.688,,,2877.993,1.337,,,,263.281,154101.109,476476.094,140606.609,,1729.649,326947.656,11430.495,71.076,,,,,101.959,0.047,,,5161.391,2.397,,,,,624.161,0.29,0.001,1.614,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.07,0.213,0.294,0.011,,,,
World,1935,,2175184808,,32.058,0.015,3814.798,180.557,4.968,8979.292,183.66,2.088,4.128,,,1.754,,,2996.571,1.378,,,,295.338,157915.891,485455.406,143603.172,,1841.033,332112.156,12103.3,73.057,,,,,111.385,0.051,,,5164.494,2.374,,,,,672.805,0.309,0.001,1.98,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.071,0.217,0.299,0.011,,,,
World,1936,,2197830032,,38.736,0.018,4185.514,370.715,9.718,9375.813,396.521,4.416,4.266,,,1.904,,,3284.79,1.495,,,,334.075,162101.406,494831.219,146887.953,,1966.58,337302.469,12837.247,75.55,,,,,125.546,0.057,,,5190.3,2.362,,,,,733.947,0.334,0.001,2.494,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.073,0.221,0.305,0.011,,,,
World,1937,,2220878589,,40.804,0.018,4474.233,288.719,6.898,9650.635,274.821,2.931,4.345,,,2.015,,,3463.357,1.559,,,,374.878,166575.641,504481.844,150351.312,,2107.172,342478.844,13664.013,78.264,,,,,140.592,0.063,,,5176.401,2.331,,,,,826.766,0.372,0.001,2.714,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.074,0.226,0.311,0.011,,,,
World,1938,,2244005191,,38.521,0.017,4206.901,-267.332,-5.975,9410.575,-240.059,-2.487,4.194,,,1.875,,,3227.656,1.438,,,,413.399,170782.547,513892.406,153578.969,,2242.683,347682.531,14467.024,80.465,,,,,135.511,0.06,,,5203.674,2.319,,,,,803.013,0.358,0.001,2.201,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.076,0.23,0.317,0.011,,,,
World,1939,,2266483407,,35.659,0.016,4451.247,244.346,5.808,9657.547,246.971,2.624,4.261,,,1.964,,,3434.928,1.516,,,,449.059,175233.797,523549.969,157013.906,,2384.03,352888.812,15303.479,83.326,,,,,141.346,0.062,,,5206.3,2.297,,,,,836.453,0.369,0.001,2.861,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.078,0.234,0.324,0.012,,,,
World,1940,,2290871362,7646890426368.000,31.431,0.014,4861.346,410.099,9.213,10203.323,545.777,5.651,4.454,1.334,,2.122,0.636,,3793.772,1.656,,,,480.489,180095.141,533753.25,160807.672,,2537.581,358230.812,16182.843,86.553,,,,,153.552,0.067,,,5341.978,2.332,,,,,879.364,0.384,0.001,3.227,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.079,0.239,0.33,0.012,,,,
World,1941,,2307736768,,43.293,0.019,4970.814,109.469,2.252,10485.464,282.141,2.765,4.544,,,2.154,,,3884.03,1.683,,,,523.782,185065.953,544238.75,164691.703,,2691.044,363745.438,17068.836,90.587,,,,,153.463,0.066,,,5514.649,2.39,,,,,885.994,0.384,0.002,4.034,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.081,0.244,0.337,0.012,,,,
World,1942,,2326734579,,38.376,0.016,4959.586,-11.229,-0.226,10509.654,24.19,0.231,4.517,,,2.132,,,3909.701,1.68,,,,562.159,190025.531,554748.438,168601.406,,2857.093,369295.531,17910.262,94.621,,,,,166.049,0.071,,,5550.068,2.385,,,,,841.426,0.362,0.002,4.034,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.083,0.248,0.344,0.012,,,,
World,1943,,2344581440,,34.769,0.015,5041.694,82.108,1.656,10580.636,70.982,0.675,4.513,,,2.15,,,3925.256,1.674,,,,596.928,195067.234,565329,172526.672,,3039.993,374834.469,18804.705,98.949,,,,,182.9,0.078,,,5538.942,2.362,,,,,894.442,0.381,0.002,4.328,,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,0.085,0.253,0.351,0.013,,,,
